,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,district,street,underground,residential_complex,square_price
5936,ИП Шакарян Э.А.,real_estate_agent,Химки,sale,flat,3,8,1,29.0,4990000.0,2023,Вторичка,1 лоджия,Многоуровневая,22.0,18.0,3.0,unknown, Генерала Дьяконова,Шереметьевская,unknown,172068.9655172414
5937,Самолет,developer,Химки,sale,flat,16,17,1,32.76,6256878.0,2025,Новостройка,unknown,Открытая,10.2,10.6,3.0,unknown,unknown,Хлебниково,Квартал Ивакино ЖК,190991.39194139195
5938,Простор-недвижимость,real_estate_agent,Химки,sale,flat,2,9,1,22.1,4990000.0,2014,Вторичка / Апартаменты,unknown,Наземная,14.1,3.0,2.7,unknown,Ленинский проспект,Химки,Лесной уголок,225791.8552036199
5940,Диос Недвижимость,real_estate_agent,Химки,sale,flat,7,10,1,30.8,6900000.0,2015,Вторичка,1 лоджия,Подземная,14.4,8.1,2.8,unknown, Германа Титова,Молжаниново,Солнечная система,224025.97402597402
5941,ЖилСтрой,developer,Химки,sale,flat,13,14,1,41.0,12172734.0,2025,Новостройка,unknown,Подземная,22.0,8.7,3.0,unknown,unknown,Планерная,Планерный квартал ЖК,296895.9512195122
5942,ДОМОФОН,real_estate_agent,Химки,sale,flat,2,9,1,30.9,6350000.0,2012,Вторичка,2 балкона,Наземная,14.6,8.2,2.7,unknown,Овражная ,Подрезково,unknown,205501.61812297735
5943,Империя,real_estate_agent,Химки,sale,flat,17,17,1,39.0,7500000.0,2014,Вторичка,1 лоджия,Наземная,19.8,8.3,2.7,unknown, Панфилова,Планерная,unknown,192307.6923076923
5945,Сергей Сергеев,realtor,Химки,sale,flat,2,9,1,33.6,6400000.0,2015,Вторичка,unknown,Наземная,18.0,7.0,2.8,unknown, Германа Титова,Химки,Солнечная система,190476.19047619047
5946,Бест-Химки,real_estate_agent,Химки,sale,flat,2,5,1,43.0,6600000.0,2014,Вторичка,unknown,unknown,21.0,15.0,2.7,unknown, Ивановская,Молжаниново,Новогорск Парк,153488.37209302327
5948,ИНКОМ-Недвижимость,real_estate_agent,Химки,sale,flat,4,5,1,30.4,6950000.0,2014,Вторичка,1 лоджия,unknown,15.7,5.5,2.7,unknown, Кирова,Химки,unknown,228618.4210526316
5949,Лада Гоголева,realtor,Химки,sale,flat,15,18,1,57.1,13000000.0,2019,Вторичка,2 лоджии,Подземная,19.0,9.2,3.0,unknown, Кудрявцева,Химки,Маяк,227670.7530647986
5950,Trinity,real_estate_agent,Химки,sale,flat,4,4,1,40.4,8300000.0,2014,Вторичка,unknown,Наземная,16.1,11.1,2.7,unknown, Ивановская,Молжаниново,Новогорск Парк,205445.54455445544
5951,Елена Сысойкина,realtor,Химки,sale,flat,8,17,1,36.4,7500000.0,2014,Вторичка,2 балкона,unknown,15.0,10.7,2.7,unknown, Германа Титова,Молжаниново,Солнечная система,206043.95604395604
5952,Иннокентий Манякин,realtor,Химки,sale,flat,4,13,1,35.0,6500000.0,1995,Вторичка,1 балкон,Наземная,15.0,10.0,3.0,unknown,проспект Мельникова,Молжаниново,unknown,185714.2857142857
5953,Олеся Воропаева,realtor,Химки,sale,flat,2,27,1,41.5,8490000.0,2005,Вторичка,1 балкон,Наземная,17.6,10.5,2.66,unknown,Молодежная ,Молжаниново,unknown,204578.31325301205
5954,Вера Никитина,realtor,Химки,sale,flat,3,5,1,33.0,7500000.0,2014,Вторичка,unknown,unknown,22.0,8.7,2.7,unknown,Первомайская ,Химки,unknown,227272.72727272726
5955,ШАНС,real_estate_agent,Химки,sale,flat,2,18,1,41.0,6150000.0,2019,Вторичка,1 лоджия,Наземная,19.0,10.0,2.8,unknown, Микояна,Сходня,unknown,150000.0
5957,Павел Малышев,realtor,Химки,sale,flat,7,19,1,45.5,7999000.0,2013,Вторичка,1 лоджия,Наземная,18.1,15.6,2.8,unknown, Мичурина,Сходня,Мичуринский квартал,175802.1978021978
5958,АЯКС,real_estate_agent,Химки,sale,flat,12,13,1,40.4,7500000.0,2002,Вторичка,1 лоджия,unknown,17.7,10.2,2.7,unknown,проспект Мельникова,Молжаниново,unknown,185643.56435643564
5959,Сергей Пчельников,realtor,Химки,sale,flat,15,17,1,45.2,6999000.0,2016,Вторичка,1 лоджия,Наземная,18.1,13.7,2.7,unknown, Ленинградская,Сходня,Горный,154845.13274336283
5960,Валерий Костин,realtor,Химки,sale,flat,3,5,1,32.2,6600000.0,2014,Вторичка,unknown,Наземная,19.0,6.0,2.7,unknown, Зои Космодемьянской,Химки,unknown,204968.94409937886
5961,Владис,real_estate_agent,Химки,sale,flat,9,17,1,36.0,6400000.0,2017,Вторичка,1 лоджия,Наземная,18.0,10.0,3.0,unknown, Германа Титова,Молжаниново,Солнечная система,177777.77777777778
5962,Алексей Симаков,realtor,Химки,sale,flat,11,27,1,41.0,8800000.0,2014,Вторичка,1 лоджия,Наземная,19.0,10.0,2.75,unknown,Совхозная ,Левобережная,unknown,214634.1463414634
5964,Михаил Хлынов,realtor,Химки,sale,flat,13,25,1,41.7,8500000.0,2014,Вторичка,1 лоджия,Подземная,17.6,10.5,2.65,unknown,Молодежная ,Молжаниново,unknown,203836.93045563548
5966,ДИАЛЬ-НЕДВИЖИМОСТЬ,real_estate_agent,Химки,sale,flat,11,14,1,42.2,7490000.0,2013,Вторичка,1 лоджия,Наземная,19.0,13.0,2.8,unknown, 1-я Лесная,Подрезково,Подрезково,177488.15165876775
5967,АЯКС,real_estate_agent,Химки,sale,flat,10,18,1,41.8,9990000.0,2007,Вторичка,1 лоджия,unknown,17.7,10.4,2.8,unknown,Молодежная ,Молжаниново,unknown,238995.2153110048
5968,ДОМОФОН,real_estate_agent,Химки,sale,flat,5,12,1,35.9,5700000.0,1980,Вторичка,unknown,Наземная,19.5,7.5,2.7,unknown, Мичурина,Сходня,unknown,158774.37325905293
5969,Константин Кобозев,realtor,Химки,sale,flat,10,17,1,27.2,6500000.0,2025,Новостройка,1 лоджия,unknown,19.0,3.0,2.7,unknown,Молодежная ,Сходненская,Планерный квартал,238970.58823529413
5970,Марина Шестова,realtor,Химки,sale,flat,5,10,1,36.9,5900000.0,1994,Вторичка,1 лоджия,unknown,19.0,8.1,2.6,unknown, Железнодорожная,Новоподрезково,unknown,159891.59891598916
5973,Dream Realty,real_estate_agent,Химки,sale,flat,11,18,1,32.6,6700000.0,2017,Вторичка,1 лоджия,unknown,15.4,8.5,2.8,unknown, Германа Титова,Химки,Солнечная система,205521.47239263804
5974,1-й ДСК,developer,Химки,sale,flat,10,17,1,37.2,9095400.0,2027,Новостройка,1 балкон,Подземная,15.2,10.4,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,244499.99999999997
5975,Landis,real_estate_agent,Химки,sale,flat,12,12,1,35.2,5970000.0,1980,Вторичка,unknown,Наземная,15.0,10.0,2.7,unknown, Мичурина,Сходня,unknown,169602.2727272727
5976,1-й ДСК,developer,Химки,sale,flat,3,16,1,32.4,8255520.0,2027,Новостройка,1 балкон,Подземная,10.0,10.9,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,254800.0
5978,1-й ДСК,developer,Химки,sale,flat,4,16,1,29.6,7630880.0,2027,Новостройка,unknown,Подземная,12.5,8.7,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,257800.0
5979,Марина Зеленкова,realtor,Химки,sale,flat,1,9,1,33.0,5900000.0,2014,Вторичка,unknown,unknown,22.0,8.7,2.7,unknown, Летчика Ивана Федорова,Шереметьевская,unknown,178787.87878787878
5980,1-й ДСК,developer,Химки,sale,flat,12,17,1,24.8,7551600.0,2027,Новостройка,unknown,Подземная,13.1,8.7,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,304500.0
5981,На Петровке,real_estate_agent,Химки,sale,flat,1,8,1,31.5,5920000.0,2015,Вторичка,1 лоджия,unknown,14.1,8.7,2.7,unknown,проезд Набережный,Шереметьевская,unknown,187936.50793650793
5984,1-й ДСК,developer,Химки,sale,flat,11,17,1,27.0,7411500.0,2027,Новостройка,unknown,Подземная,10.0,8.7,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,274500.0
5985,Ольга Степнова,realtor,Химки,sale,flat,4,9,1,30.0,6099999.0,2012,Вторичка,1 лоджия,Подземная,14.5,8.7,2.8,unknown, Летчика Ивана Федорова,Шереметьевская,Город набережных,203333.3
5987,Татьяна Старовойт,realtor,Химки,sale,flat,3,5,1,31.0,6100000.0,1966,Вторичка,1 балкон,unknown,18.6,6.0,2.5,unknown, Мичурина,Химки,unknown,196774.1935483871
5989,Оксана Митрохина,realtor,Химки,sale,flat,3,9,1,33.1,6150000.0,2014,Вторичка,1 балкон,Наземная,15.9,7.0,2.7,unknown, Новозаводская,Новоподрезково,unknown,185800.60422960724
5991,Екатерина Городенцева,realtor,Химки,sale,flat,1,8,1,33.0,6150000.0,2013,Вторичка,unknown,unknown,15.3,8.0,2.7,unknown,проезд Набережный,Шереметьевская,unknown,186363.63636363635
5994,unknown,unknown,Химки,sale,flat,8,8,1,23.5,4845700.0,2024,Новостройка,unknown,unknown,22.0,8.7,2.7,мкр. Сходня, Фрунзе,unknown,Фрунзенский,206200.0
5995,ИНФИНИТИ,real_estate_agent,Химки,sale,flat,14,17,1,22.2,6150000.0,2024,Новостройка,unknown,Наземная,14.2,3.0,3.0,unknown,unknown,Химки,Квартал Ивакино ЖК,277027.02702702704
5996,ВЫБОР,developer,Волоколамск,sale,flat,2,5,2,53.8,7542760.0,2025,Новостройка,unknown,unknown,27.5,9.1,2.55,unknown,unknown,unknown,Новый Благодар,140200.0
5997,Волоколамская Недвижимость,real_estate_agent,Волоколамск,sale,flat,1,4,2,47.2,3999000.0,1983,Вторичка,1 лоджия,Наземная,31.4,7.3,2.7,Привокзальный мкр, Энтузиастов,unknown,unknown,84724.57627118644
5998,Мастерская недвижимости,real_estate_agent,Волоколамск,sale,flat,7,9,2,45.6,6200000.0,2014,Вторичка,1 лоджия,unknown,27.2,7.0,2.7,Волоколамск,Ново-Солдатская ,unknown,unknown,135964.91228070174
5999,ВЫБОР,developer,Волоколамск,sale,flat,1,5,2,58.4,8012480.0,2025,Новостройка,unknown,unknown,26.7,15.6,2.55,unknown,unknown,unknown,Новый Благодар,137200.0
6001,Олеся Макарова,realtor,Волоколамск,sale,flat,3,5,2,45.0,5300000.0,2014,Вторичка,1 балкон,Наземная,30.0,6.0,2.48,Волоколамск,Ново-Солдатская ,unknown,unknown,117777.77777777778
6002,Волоколамская Недвижимость,real_estate_agent,Волоколамск,sale,flat,2,5,2,45.2,4400000.0,1974,Вторичка,1 балкон,Наземная,28.5,5.9,2.65,Волоколамск, Свободы,unknown,unknown,97345.13274336283
6003,Ирина Мержвинская,realtor,Волоколамск,sale,flat,7,9,2,47.5,6500000.0,1991,Вторичка,1 балкон,Наземная,27.8,7.0,2.7,Волоколамск,Ново-Солдатская ,unknown,unknown,136842.1052631579
6004,Алексей Смирнов,realtor,Волоколамск,sale,flat,1,2,2,44.1,3500000.0,1972,Вторичка,unknown,Наземная,30.2,5.5,2.5,Волоколамск, Юности,unknown,unknown,79365.07936507936
6005,ID 120137867,homeowner,Волоколамск,sale,flat,5,5,2,46.4,5900000.0,1973,Вторичка,1 балкон,Наземная,29.2,6.0,2.7,Волоколамск,Рижское шоссе,unknown,unknown,127155.1724137931
6006,Алексей Смирнов,realtor,Волоколамск,sale,flat,2,2,2,61.1,4100000.0,1957,Вторичка,2 балкона,Наземная,37.3,7.8,3.0,Волоколамск, Свободы,unknown,unknown,67103.10965630114
6007,ID 117039791,homeowner,Волоколамск,sale,flat,7,10,2,79.8,12500000.0,2009,Вторичка,unknown,Наземная,22.0,8.7,2.7,Волоколамск,Ново-Солдатская ,unknown,unknown,156641.60401002507
6008,Елена Белевич,realtor,Волоколамск,sale,flat,1,10,2,65.0,6500000.0,2019,Вторичка,2 лоджии,Наземная,32.0,12.0,2.7,Волоколамск,Пороховская ,unknown,Лама-Парк,100000.0
6009,ID 83180328,homeowner,Волоколамск,sale,flat,5,5,2,54.5,7000000.0,2014,Вторичка,1 балкон,unknown,33.6,8.0,2.7,Волоколамск,Ново-Солдатская ,unknown,unknown,128440.36697247706
6010,Алексей Смирнов,realtor,Волоколамск,sale,flat,1,5,2,40.7,4200000.0,1974,Вторичка,unknown,Наземная,26.7,6.0,2.5,Волоколамск,Ново-Солдатский переулок,unknown,unknown,103194.10319410318
6011,ID 286699,homeowner,Волоколамск,sale,flat,1,2,2,39.9,3300000.0,1969,Вторичка,unknown,Наземная,22.0,7.0,2.5,Волоколамск, Холмогорка,unknown,unknown,82706.76691729324
6012,Алексей Смирнов,realtor,Волоколамск,sale,flat,4,5,2,46.2,4100000.0,1978,Вторичка,1 балкон,Наземная,30.0,6.0,2.5,Волоколамск, Свободы,unknown,unknown,88744.58874458873
6013,ID 8627,realtor,Волоколамск,sale,flat,1,5,2,43.5,4000000.0,1972,Вторичка,unknown,unknown,30.0,6.0,2.5,Волоколамск,Рижское шоссе,unknown,unknown,91954.02298850575
6014,Волоколамская Недвижимость,real_estate_agent,Волоколамск,sale,flat,1,5,2,53.3,4800000.0,1980,Вторичка,1 балкон,Наземная,28.0,8.6,2.65,Волоколамск, Свободы,unknown,unknown,90056.2851782364
